ID,Character,English,English_IPA,Anzellan,Anzellan_IPA,Mixed_25,Mixed_25_IPA,Mixed_50,Mixed_50_IPA,Mixed_75,Mixed_75_IPA
jibu_guest_asks_for_droid,Jibu,Jibu happy happy give you droid! But must pay Vilo.,ˈdʒibu ˈhapi ˈhapi ɡiv ˈiu dwoi̯d! bat mast pei̯ ˈvilo.,Jibu ixa ixa ba pama e djoid! Le gami ga keditu Vilu.,ˈdʒibu ˈiʃa ˈiʃa ba ˈpama e dʒoi̯d! le ˈɡami ɡa ˈkeditu ˈvilu.,Jibu ixena ixena pama! Droid give!,ˈdʒibu ˈiʃena ˈiʃena ˈpama! dwoi̯d ɡiv!,Jibu ixa ixa pama! Must pay Vilu.,ˈdʒibu ˈiʃa ˈiʃa ˈpama! mast pei̯ ˈvilu.,Ixa ixa! I give you droid! But must pay Vilo.,ˈiʃa ˈiʃa! ˈai ɡiv ˈiu dwoi̯d! bat mast pei̯ ˈvilo.
jibu_lets_do_this,Jibu,Let's do this.,lets du dis.,Ba ga mo,ba ɡa mo,Ba go,ba ɡo,Ba ga-mi! Do this!,ba ˈɡami! du dis!,Ba moga do it!,ba ˈmoɡa du it!
jibu_plenty_to_do_today,Jibu,Plenty to do today but yesterday was harder.,ˈplenti tu du ˈtadei̯ bat ˈie̯stedei̯ was ˈhade.,"Be-ga ga bed, le ga-no ga apo","ˈbeɡa ɡa bed, le ˈɡano ɡa ˈapo","Bo bexa ud bed, harder yesterday!","bo ˈbeʃa ud bed, ˈhade ˈie̯stedei̯!",Bama bed no apo! Plenty to do,ˈbama bed no ˈapo! ˈplenti tu du,"Ga ud ga, yesterday was harder!","ɡa ud ɡa, ˈie̯stedei̯ was ˈhade!"
jibu_lets_see,Jibu,Let's see.,lets si.,Ba xina med-va,ba ˈʃina ˈmedva,Li xina! See!,li ˈʃina! si!,Li see,li si,Li xina see now!,li ˈʃina si ˈnau!
jibu_this_looks_good,Jibu,This looks good. Good Good.,dis luks ɡud. ɡud ɡud.,Ked-ba xina ixena. Ixena ixena.,ˈkedba ˈʃina ˈiʃena. ˈiʃena ˈiʃena.,Ked ipo ixena. Good.,ked ˈipo ˈiʃena. ɡud.,Ked tumunie. Good good.,ked ˈtumunie̯. ɡud ɡud.,Ked good good good!,ked ɡud ɡud ɡud!
jibu_happy_i_fixed_dat,Jibu,Ooh. Happy I fixed dat already. Yes.,u. ˈhapi ˈai fikst dat ˈolwedi. ie̯s.,aaxe. Ipo ixa ga-no moga da. Nad.,ˈaaʃe. ˈipo ˈiʃa ˈɡano ˈmoɡa da. nad.,Ixa mi ba moga-da. Happy yes.,ˈiʃa mi ba ˈmoɡada. ˈhapi ie̯s.,"Aaxe, moga-da ked-ba bano! Happy I fixed dat!","ˈaaʃe, ˈmoɡada ˈkedba ˈbano! ˈhapi ˈai fikst dat!",Ixa mi ga-mo la moga Da pipe fixed already yes.,ˈiʃa mi ˈɡamo la ˈmoɡa da ˈpaip fikst ˈolwedi ie̯s.
jibu_kado_never_shut_up,Jibu,Kado never shut up.,ˈkado ˈneve ʃat ap.,Kado niemo ba bani!,ˈkado ˈnie̯mo ba ˈbani!,Kado niemo stop,ˈkado ˈnie̯mo stap,Kado nie bani! Never shut!,ˈkado nie̯ ˈbani! ˈneve ʃat!,niemo Kado never shut,ˈnie̯mo ˈkado ˈneve ʃat
jibu_oh_interesting,Jibu,Oooh! That new!,u! dat nu!,Ooh! Ked-ba ixena mipoka!,ˈooh! ˈkedba ˈiʃena ˈmipoka!,Ked-ba new!,ˈkedba nu!,Ked-ba ixena! New!,ˈkedba ˈiʃena! nu!,A-o! That new!,ˈao! dat nu!
jibu_oh_i_see,Jibu,Oh. I see. I see.,o. ˈai si. ˈai si.,Ohhh. Xina mi. Xina mi.,ohhh. ˈʃina mi. ˈʃina mi.,Li xina ipo. I see.,li ˈʃina ˈipo. ˈai si.,Li xina. I see.,li ˈʃina. ˈai si.,"Li xina mi I see, I see","li ˈʃina mi ˈai si, ˈai si"
jibu_didnt_hear_about_that,Jibu,I didn't hear about that!,ˈai ˈdidant ˈhii ˈabaut dat!,Nie hena-no a ked-ta!,nie̯ ˈhenano a ˈkedta!,Nie hena-no a-o no hear!,nie̯ ˈhenano ˈao no ˈhii!,"Nie hena-no, no hear!","nie̯ ˈhenano, no ˈhii!",Nie I no hear that!,nie̯ ˈai no ˈhii dat!
jibu_cant_remember_was_busy,Jibu,I can't remember. I think I was busy.,ˈai kant ˈwimembe. ˈai tink ˈai was ˈbisi.,Nie banada ipo maded. Banada mi ipo bexamo.,nie̯ ˈbanada ˈipo ˈmaded. ˈbanada mi ˈipo ˈbeʃamo.,Nie bana mi ipo bexa-moda busy.,nie̯ ˈbana mi ˈipo beˈʃamoda ˈbisi.,Nie bana mi ipo. I busy now.,nie̯ ˈbana mi ˈipo. ˈai ˈbisi ˈnau.,Ni tibana mi. I think I was busy.,ni ˈtibana mi. ˈai tink ˈai was ˈbisi.
jibu_no_way_really,Jibu,No way. Really?,no wei̯. ˈwili?,Nie. Degagamie?,nie̯. deˈɡaɡamie̯?,Nie ket! really?,nie̯ ket! ˈwili?,Nie vado! No way!,nie̯ ˈvado! no wei̯!,Nie ba no way.,nie̯ ba no wei̯.
jibu_thats_wild,Jibu,That's wild. That is wild.,dats ˈwaild. dat is ˈwaild.,Ked-ba xe. Ked-ba xe.,ˈkedba ʃe. ˈkedba ʃe.,Ked bade. Wild!,ked bei̯d. ˈwaild!,Ked miga! So wild!,ked ˈmiɡa! so ˈwaild!,Ked ixena so wild!,ked ˈiʃena so ˈwaild!
jibu_heard_something_about_that,Jibu,I heard something about that. Not the whole thing.,ˈai hed ˈsamtin ˈabaut dat. nat da hol tin.,Hena-no mi a na ked. Nie da tutum-po.,ˈhenano mi a na ked. nie̯ da ˈtutumpo.,"Hena-no mi a ka, not whole.","ˈhenano mi a ka, nat hol.",Not the whole. Hena-no mi a ka.,nat da hol. ˈhenano mi a ka.,Hena-no mi. Not whole thing!,ˈhenano mi. nat hol tin!
jibu_thats_just_how_it_goes,Jibu,I mean... that's just how it goes sometimes. Right?,ˈai min... dats dʒast ˈhau it ɡos ˈsamtaims. ˈwait?,Ga ba-de be ked bado li?,ɡa ˈbade be ked ˈbado li?,Ba bana da ga-ke... niede right?,ba ˈbana da ˈɡake... ˈnie̯de ˈwait?,"Sometimes just how it goes, li?","ˈsamtaims dʒast ˈhau it ɡos, li?","Bana-mi po-tibu sometimes it just go like that, li?","ˈbanami ˈpotibu ˈsamtaims it dʒast ɡo ˈlaik dat, li?"
jibu_that_figures,Jibu,That figures. That really figures.,dat ˈfiɡie̯s. dat ˈwili ˈfiɡie̯s.,Ked-ba po-ta. Degagamie po-ta.,ˈkedba ˈpota. deˈɡaɡamie̯ ˈpota.,Ked-ba ixena! That figures!,ˈkedba ˈiʃena! dat ˈfiɡie̯s!,Ked-ba ixena! That figures!,ˈkedba ˈiʃena! dat ˈfiɡie̯s!,Ked-ba ixen no good! That figures!,ˈkedba ˈiʃen no ɡud! dat ˈfiɡie̯s!
jibu_oh_okay,Jibu,Oh. Okay. Okay.,o. ˈokei̯. ˈokei̯.,Oh. Aaxe. Aaxe.,oh. ˈaaʃe. ˈaaʃe.,Nadixe. Okay.,ˈnadiʃe. ˈokei̯.,Aaxe okay,ˈaaʃe ˈokei̯,Nadixe. Okay okay.,ˈnadiʃe. ˈokei̯ ˈokei̯.
jibu_really_huh,Jibu,Really? Huh.,ˈwili? ha.,Li la.,li la.,Li ixena? Huh.,li ˈiʃena? ha.,Li ixena? Huh.,li ˈiʃena? ha.,Li ixena? Huh.,li ˈiʃena? ha.
jibu_noted_got_it,Jibu,Noted! Got it.,ˈnotad! ɡat it.,Ba-no mi buma!,ˈbano mi ˈbuma!,Ga-mi got it!,ˈɡami ɡat it!,Ga-mo mi! Got it!,ˈɡamo mi! ɡat it!,Buma got it!,ˈbuma ɡat it!
jibu_uh_oh_not_good,Jibu,Uh oh. That's not good. That's not good at all.,a o. dats nat ɡud. dats nat ɡud at ol.,a-o. nie ked-ba ixena. nie ked-ba ud ixena.,ˈao. nie̯ ˈkedba ˈiʃena. nie̯ ˈkedba ud ˈiʃena.,A-o nie ked-ba ixena. Panel broken!,ˈao nie̯ ˈkedba ˈiʃena. ˈpanal ˈbwokan!,"Nie ked-ba ixena! Uh oh, no good!","nie̯ ˈkedba ˈiʃena! a o, no ɡud!",a-o That's not good! That's no good at all!,ˈao dats nat ɡud! dats no ɡud at ol!
jibu_still_not_over_it,Jibu,I know I know. I'm still not over it.,ˈai no ˈai no. ˈaim stil nat ˈove it.,"Banada, banada. Nie-mo, ipo ni gima-bano.","ˈbanada, ˈbanada. ˈnie̯mo, ˈipo ni ɡiˈmabano.","Mo ni tumu, niemo. No over!","mo ni ˈtumu, ˈnie̯mo. no ˈove!","Ga-no mi, ga-no mi. Still not over it.","ˈɡano mi, ˈɡano mi. stil nat ˈove it.",Na-nad. I still no get over it.,ˈnanad. ˈai stil no ɡet ˈove it.
jibu_sorry_wont_bring_it_up,Jibu,Sorry sorry. I won't bring it up.,ˈsawi ˈsawi. ˈai wont bwin it ap.,Kikamie kikamie. Ga-bo ni penaipo.,ˈkikamie̯ ˈkikamie̯. ˈɡabo ni peˈnaipo.,"Kikamie, kikamie. No say!","ˈkikamie̯, ˈkikamie̯. no sei̯!",Nie bo pena-ka. Sorry sorry.,nie̯ bo ˈpenaka. ˈsawi ˈsawi.,Kikamie kikamie. I no talk it.,ˈkikamie̯ ˈkikamie̯. ˈai no tok it.
jibu_should_we_make_a_list,Jibu,Me neither. Should we make a list? I already made a list.,mi ˈnide. ʃud wi mei̯k a list? ˈai ˈolwedi mei̯d a list.,Nie-mo mi. Gami-va ga med? Ga-no ga med.,ˈnie̯mo mi. ˈɡamiva ɡa med? ˈɡano ɡa med.,Nie buma mi. Li ba ga pesta? I made list.,nie̯ ˈbuma mi. li ba ɡa ˈpesta? ˈai mei̯d list.,"Nie, ni-po mi. Should we make list?","nie̯, ˈnipo mi. ʃud wi mei̯k list?",Nie be dumada! We make list? I already made list.,nie̯ be ˈdumada! wi mei̯k list? ˈai ˈolwedi mei̯d list.
jibu_just_keep_going,Jibu,Just keep going. That's the plan. Just keep going.,dʒast kip ɡoi̯n. dats da plan. dʒast kip ɡoi̯n.,Ba-mo ba. Ked-ba bana. Ba-mo ba.,ˈbamo ba. ˈkedba ˈbana. ˈbamo ba.,"Ba-mo mi, ba-mo mi. That's the plan. Ba-mo mi.","ˈbamo mi, ˈbamo mi. dats da plan. ˈbamo mi.",Ba-mo mi. That's the plan. Ba-mo mi.,ˈbamo mi. dats da plan. ˈbamo mi.,Ba-mo mi. Just keep going. That the plan. Just go,ˈbamo mi. dʒast kip ɡoi̯n. dat da plan. dʒast ɡo
jibu_went_to_market,Jibu,I went to the market. It was crowded. I didn't like it.,ˈai went tu da ˈmakat. it was ˈkwaudad. ˈai ˈdidant ˈlaik it.,Ga-no mi ba fa da maba. Ket ded dake. Nie ga-no ni mi ipo ixena.,ˈɡano mi ba fa da ˈmaba. ket ded ˈdake. nie̯ ˈɡano ni mi ˈipo ˈiʃena.,Ba-no mi fa da maketa. Nie gami nima! too crowded!,ˈbano mi fa da ˈmaketa. nie̯ ˈɡami ˈnima! tu ˈkwaudad!,Ga-no mi ba da mata po. Not like it!,ˈɡano mi ba da ˈmata po. nat ˈlaik it!,"Ga-no mi ba, crowded market very busy! Nie ga-no ipo.","ˈɡano mi ba, ˈkwaudad ˈmakat ˈvewi ˈbisi! nie̯ ˈɡano ˈipo."
jibu_same_needed_it,Jibu,Same. I needed it. I think I needed it.,sei̯m. ˈai ˈnidad it. ˈai tink ˈai ˈnidad it.,Ikada. Mi nagaba ipo. Mi banada ipo nagaba.,ˈikada. mi ˈnaɡaba ˈipo. mi ˈbanada ˈipo ˈnaɡaba.,"Banada mi ipo, needed it.","ˈbanada mi ˈipo, ˈnidad it.",Migaba-no mi. I needed it.,miˈɡabano mi. ˈai ˈnidad it.,"Bana-no mi, I needed it. I think needed it.","ˈbanano mi, ˈai ˈnidad it. ˈai tink ˈnidad it."
jibu_knew_something_was_off,Jibu,I knew it. I knew something was off.,ˈai nu it. ˈai nu ˈsamtin was of.,Banada mi ipo. Banada mi ket tumunie.,ˈbanada mi ˈipo. ˈbanada mi ket ˈtumunie̯.,Banada mi. Panel off!,ˈbanada mi. ˈpanal of!,Banada mi ipo. Something was off.,ˈbanada mi ˈipo. ˈsamtin was of.,"Banada mi, something no power!","ˈbanada mi, ˈsamtin no ˈpaue!"
jibu_noticed_something_earlier,Jibu,I noticed something earlier and I've been thinking about it.,ˈai ˈnotast ˈsamtin ˈelie̯ and ˈaiv bin ˈtinkin ˈabaut it.,"Ga-no mi xina ta ke bano, ba-no mi banada a ipo","ˈɡano mi ˈʃina ta ke ˈbano, ˈbano mi ˈbanada a ˈipo","Ga-no mi lali bada, le ga-no mi banada. Something wrong!","ˈɡano mi ˈlali ˈbada, le ˈɡano mi ˈbanada. ˈsamtin won!",I noticed something! Ga-no mi po-bana,ˈai ˈnotast ˈsamtin! ˈɡano mi ˈpobana,"Ga-no mi, I saw something earlier and think it","ˈɡano mi, ˈai so ˈsamtin ˈelie̯ and tink it"
jibu_long_mornings,Jibu,This job always has long mornings. Every single one.,dis dʒab ˈolwei̯s has lon ˈmonins. ˈevei̯ ˈsinɡal wan.,Bexa udmo ga meded tib bad.,ˈbeʃa ˈudmo ɡa ˈmeded tib bad.,Long mornings! Ba bexa ta bade.,lon ˈmonins! ba ˈbeʃa ta bei̯d.,Long mornings. Ba bexa udmo.,lon ˈmonins. ba ˈbeʃa ˈudmo.,Ba bexa always morning very long every one,ba ˈbeʃa ˈolwei̯s ˈmonin ˈvewi lon ˈevei̯ wan
jibu_almost_almost,Jibu,Almost! Almost almost!,ˈolmost! ˈolmost ˈolmost!,Ba! Ba ba!,ba! ba ba!,Almost tetepe ...,ˈolmost ˈtetepe ...,Ga-mo Almost!,ˈɡamo ˈolmost!,Ba-no! almost almost!,ˈbano! ˈolmost ˈolmost!
jibu_just_one_more_thing,Jibu,Oh! Just one left!,o! dʒast wan left!,A-o! Ka do be!,ˈao! ka do be!,A ka bexd no! Left!,a ka beʃd no! left!,Ka ud ipo! One left!,ka ud ˈipo! wan left!,A-o! One left!,ˈao! wan left!
jibu_not_sure_i_have,Jibu,I'm not sure I have actually.,ˈaim nat ˈʃuu ˈai hav akˈtʃuali.,Nie ba-no ga-buma-mi,nie̯ ˈbano ɡaˈbumami,"Nie gima-mi ga-mo, I have","nie̯ ˈɡimami ˈɡamo, ˈai hav",Nie gima I have,nie̯ ˈɡima ˈai hav,Nie ked I not sure actually,nie̯ ked ˈai nat ˈʃuu akˈtʃuali
jibu_oops,Jibu,Oops.,ups.,apoa,ˈapoa,Apoa,ˈapoa,Apoa! Oops.,ˈapoa! ups.,Apoa! Oops!,ˈapoa! ups!
jibu_oh_no,Jibu,Oh no.,o no.,A-o,ˈao,A-o no!,ˈao no!,Nie no!,nie̯ no!,"Nie, oh no!","nie̯, o no!"
jibu_cant_make_mistakes_today,Jibu,I can't make any mistakes today.,ˈai kant mei̯k ˈeni ˈmistei̯ks ˈtadei̯.,Nie gami ga no vado bano,nie̯ ˈɡami ɡa no ˈvado ˈbano,Nie bo bumani-no ud beda! No mistake!,nie̯ bo buˈmanino ud ˈbeda! no ˈmistei̯k!,Nie bano ipamama! No mistakes today.,nie̯ ˈbano iˈpamama! no ˈmistei̯ks ˈtadei̯.,Nie gima no make mistake today!,nie̯ ˈɡima no mei̯k ˈmistei̯k ˈtadei̯!
jibu_just_need_to_focus,Jibu,I just need to focus.,ˈai dʒast nid tu ˈfokas.,Migaba mi bona-nie,ˈmiɡaba mi ˈbonanie̯,Migaba mi po-bana focus,ˈmiɡaba mi ˈpobana ˈfokas,Migaba mi focus now,ˈmiɡaba mi ˈfokas ˈnau,Po-bana I just need focus.,ˈpobana ˈai dʒast nid ˈfokas.
jibu_hope_i_dont_mess_up,Jibu,I hope I don't mess up.,ˈai hop ˈai dont mes ap.,Ba ni ga bumani mi,ba ni ɡa ˈbumani mi,Ga-mi ni ba-no! Mess up!,ˈɡami ni ˈbano! mes ap!,Mi ga-ni bo-la no mess!,mi ˈɡani ˈbola no mes!,Ga gami no mess up!,ɡa ˈɡami no mes ap!
jibu_do_good_work_today,Jibu,Jibu do good work today. Jibu promise.,ˈdʒibu du ɡud wek ˈtadei̯. ˈdʒibu ˈpwamas.,Jibu ga bexa ixena bed-no. Jibu la bo ipo.,ˈdʒibu ɡa ˈbeʃa ˈiʃena ˈbedno. ˈdʒibu la bo ˈipo.,Jibu ga ixena be bed-no. Good job!,ˈdʒibu ɡa ˈiʃena be ˈbedno. ɡud dʒab!,Jibu ga ixena bed-no. Jibu promise.,ˈdʒibu ɡa ˈiʃena ˈbedno. ˈdʒibu ˈpwamas.,Jibu ga good work today! Jibu promise.,ˈdʒibu ɡa ɡud wek ˈtadei̯! ˈdʒibu ˈpwamas.
jibu_okay_done_with_that,Jibu,Okay done with that. Phew.,ˈokei̯ dan wid dat. ˈfiu.,Aaxe ga-no a,ˈaaʃe ˈɡano a,Dega ga-no apo! Phew.,ˈdeɡa ˈɡano ˈapo! ˈfiu.,Ga-no bexa! Okay done!,ˈɡano ˈbeʃa! ˈokei̯ dan!,"Nadixe done with that, phew!","ˈnadiʃe dan wid dat, ˈfiu!"
jibu_maybe_jibu_do_good,Jibu,Maybe Jibu do good today.,ˈmei̯bi ˈdʒibu du ɡud ˈtadei̯.,Mo li ba ga ipo ixena da bed bano Jibu,mo li ba ɡa ˈipo ˈiʃena da bed ˈbano ˈdʒibu,Bano ga Jibu good,ˈbano ɡa ˈdʒibu ɡud,Jibu ba ba-do good,ˈdʒibu ba ˈbado ɡud,De-mi maybe Jibu do good,ˈdemi ˈmei̯bi ˈdʒibu du ɡud
jibu_droid_reboot_ready_response,Jibu,Reboot weady yes!,ˈwibut ˈwidi ie̯s!,Ga-no gide nad,ˈɡano ˈɡide nad,Ba-mo ready!,ˈbamo ˈwedi!,Ba bama! Ready yes!,ba ˈbama! ˈwedi ie̯s!,Ba-moga reboot weady!,ˈbamoɡa ˈwibut ˈwidi!
jibu_kado_weld_outside_frame,Jibu,Kado you weld outside frame for TC01 already?,ˈkado ˈiu weld aˈutsaid fwei̯m ˈfoo tk01 ˈolwedi?,Li ba-po Kado fa ked weldi kena-pila TC01 bano?,li ˈbapo ˈkado fa ked ˈweldi keˈnapila tk01 ˈbano?,Li Kado ba moga bano? Weld outside!,li ˈkado ba ˈmoɡa ˈbano? weld aˈutsaid!,Kado ba weld da frame fa TC01 bano?,ˈkado ba weld da fwei̯m fa tk01 ˈbano?,Li ba-moga You weld outside frame for TC01 already?,li ˈbamoɡa ˈiu weld aˈutsaid fwei̯m ˈfoo tk01 ˈolwedi?
jibu_saw_schematics_response,Jibu,I see dem yes yes.,ˈai si dem ie̯s ie̯s.,Li xina ipo. Na-nad na-nad.,li ˈʃina ˈipo. ˈnanad ˈnanad.,Li xina ipo. Yes!,li ˈʃina ˈipo. ie̯s!,Li xina ipo. Yes yes.,li ˈʃina ˈipo. ie̯s ie̯s.,"Mi-xa xina, dem yes yes.","ˈmiʃa ˈʃina, dem ie̯s ie̯s."
jibu_ig_droid_delivery_coords,Jibu,Vilo IG dwoid delivery. Need coordinates pwease.,ˈvilo iɡ dwoi̯d ˈdilivei̯. nid koˈodanats pwis.,"Vilu IG djoid pama. Migaba gade, aaxe.","ˈvilu iɡ dʒoi̯d ˈpama. ˈmiɡaba ˈɡade, ˈaaʃe.","Vilu IG djoid pama-no. Need coords, pwease.","ˈvilu iɡ dʒoi̯d ˈpamano. nid kuwds, pwis.","Vilu ig djoid pama, need coordinates pwease.","ˈvilu iɡ dʒoi̯d ˈpama, nid koˈodanats pwis.",Vilu IG djoid pama Need coordinates pwease,ˈvilu iɡ dʒoi̯d ˈpama nid koˈodanats pwis
jibu_need_planet_location,Jibu,Just planet! Jibu need know where on planet.,dʒast ˈplanat! ˈdʒibu nid no ˈwee an ˈplanat.,Ba planeta! Jibu migaba lali ked a planeta.,ba ˈplaneta! ˈdʒibu ˈmiɡaba ˈlali ked a ˈplaneta.,Jibu ba gimi a planeta. Just planet!,ˈdʒibu ba ˈɡimi a ˈplaneta. dʒast ˈplanat!,Jibu need know da planeta!,ˈdʒibu nid no da ˈplaneta!,Da anzel! Jibu need know where on planet.,da ˈansel! ˈdʒibu nid no ˈwee an ˈplanat.
jibu_working_late_response,Jibu,Me work late. Too much to do. Yes.,mi wek lei̯t. tu matʃ tu du. ie̯s.,Ga-mo mi bexa ted. Udu ga ipo. Nad.,ˈɡamo mi ˈbeʃa ted. ˈudu ɡa ˈipo. nad.,Mi bexa-no udu. Too much!,mi ˈbeʃano ˈudu. tu matʃ!,Ga-xi mi bama-ud no. Too much do.,ˈɡaʃi mi ˈbamaud no. tu matʃ du.,Moga ud-no. Too much to do. Yes.,ˈmoɡa ˈudno. tu matʃ tu du. ie̯s.
jibu_kado_dont_go_home_early,Jibu,Kado you better not go home early today.,ˈkado ˈiu ˈbete nat ɡo hom ˈeli ˈtadei̯.,Kado nie ba-bo ga miga ba anzel bedad,ˈkado nie̯ ˈbabo ɡa ˈmiɡa ba ˈansel ˈbedad,"Nie ba ked anzel bano, Kado no go","nie̯ ba ked ˈansel ˈbano, ˈkado no ɡo",Nie ba ba anzel de bano Kado!,nie̯ ba ba ˈansel de ˈbano ˈkado!,Ni gami Kado no go home early today,ni ˈɡami ˈkado no ɡo hom ˈeli ˈtadei̯
jibu_we_ready_boss,Jibu,We ready boss boss.,wi ˈwedi bas bas.,Nad ipo mogaxi dega dega,nad ˈipo ˈmoɡaʃi ˈdeɡa ˈdeɡa,Med mogaxi boss.,med ˈmoɡaʃi bas.,"Ipo mogaxi, boss boss.","ˈipo ˈmoɡaʃi, bas bas.",Ipo ready boss boss,ˈipo ˈwedi bas bas
jibu_hope_you_get_credits_back,Jibu,Oh no. Well hope you get that back with more work.,o no. wel hop ˈiu ɡet dat bak wid ˈmoo wek.,a-o. Li nadixe miga e ba buma ta bexa-udu.,ˈao. li ˈnadiʃe ˈmiɡa e ba ˈbuma ta beˈʃaudu.,"A-o, bano gami ta bexa ud! Work more!","ˈao, ˈbano ˈɡami ta ˈbeʃa ud! wek ˈmoo!",Aaxe. Miga bo mi — hope you get that!,ˈaaʃe. ˈmiɡa bo mi — hop ˈiu ɡet dat!,"A-o nie! Work more. You fix it, yes?","ˈao nie̯! wek ˈmoo. ˈiu fiks it, ie̯s?"
jibu_yes_dont_steal_lunch,Jibu,Yes. You no steal out of cooler Kado.,ie̯s. ˈiu no stil ˈaut av ˈkule ˈkado.,Nad. E ni bumani a ked ka kapa Kado.,nad. e ni ˈbumani a ked ka ˈkapa ˈkado.,E ni bumani ked Kado. No steal!,e ni ˈbumani ked ˈkado. no stil!,Nad. Ni hokipa no steal out of cooler Kado.,nad. ni ˈhokipa no stil ˈaut av ˈkule ˈkado.,Nad. You no steal from cooler Kado.,nad. ˈiu no stil fwam ˈkule ˈkado.
jibu_shaak_meat_stinky,Jibu,So stinky when heat up. Yucky yucky.,so ˈstinki wen hit ap. ˈiaki ˈiaki.,Ipo mumuba ni mukika. Mukika mukika.,ˈipo ˈmumuba ni ˈmukika. ˈmukika ˈmukika.,"Ket mumuba, yucky yucky!","ket ˈmumuba, ˈiaki ˈiaki!",Ked muba ipo lixena. Yucky yucky.,ked ˈmuba ˈipo ˈliʃena. ˈiaki ˈiaki.,Ni-muba so stinky when heat up. Yucky yucky.,ˈnimuba so ˈstinki wen hit ap. ˈiaki ˈiaki.
kado_blows_on_weld,Kado,Very nice...,ˈvewi ˈnais...,ixenixena,iʃeˈniʃena,Ixa nice,ˈiʃa ˈnais,Be-bede nice.,ˈbebede ˈnais.,Degagamie. very nice,deˈɡaɡamie̯. ˈvewi ˈnais
kado_comms_torch,Kado,That should do it.,dat ʃud du it.,Ked ba mogaxi.,ked ba ˈmoɡaʃi.,Ked ba mogaxi! Good!,ked ba ˈmoɡaʃi! ɡud!,Ked ba go good!,ked ba ɡo ɡud!,Ked ba mogaxi! all done!,ked ba ˈmoɡaʃi! ol dan!
kado_comms_panel_fix,Kado,You're welcome.,ˈiuu ˈwelkam.,Degaemi.,deˈɡaemi.,Degaemi welcome,deˈɡaemi ˈwelkam,Degaemi yes,deˈɡaemi ie̯s,Degaemi welcome!,deˈɡaemi ˈwelkam!
kado_thank_me_later,Kado,You can thank me later.,ˈiu kan tank mi ˈlei̯te.,Li gami mi degamie ba-mo,li ˈɡami mi ˈdeɡamie̯ ˈbamo,"Ba mogaxi mi, thank you!","ba ˈmoɡaʃi mi, tank ˈiu!",Miga mi thank you,ˈmiɡa mi tank ˈiu,Degaemi thank me later,deˈɡaemi tank mi ˈlei̯te
kado_good_enough,Kado,Good enough!,ɡud ˈinaf!,Ixena abo,ˈiʃena ˈabo,Ixena good!,ˈiʃena ɡud!,Ixena good!,ˈiʃena ɡud!,Ixena good enough!,ˈiʃena ɡud ˈinaf!
kado_welds_droid_eye,Kado,Come on...,kam an...,Ba haba,ba ˈhaba,Ba haba come,ba ˈhaba kam,"Ba haba, come","ba ˈhaba, kam",Ba haba! Come on...,ba ˈhaba! kam an...
kado_torch_droid_eye,Kado,I've always wanted to do this.,ˈaiv ˈolwei̯s ˈwontid tu du dis.,Udmo mi miga ga-bo ked,ˈudmo mi ˈmiɡa ˈɡabo ked,Udmo miga mi ga bano this thing,ˈudmo ˈmiɡa mi ɡa ˈbano dis tin,Udmo mi miga do this!,ˈudmo mi ˈmiɡa du dis!,Mo mi want do this,mo mi want du dis
kado_torch_ifix,Kado,Kado will fix.,ˈkado wil fiks.,Moga-bo Kado.,ˈmoɡabo ˈkado.,Moga-bo fix,ˈmoɡabo fiks,Moga-bo Kado fix,ˈmoɡabo ˈkado fiks,Moga-bo fix Kado,ˈmoɡabo fiks ˈkado
kado_welding_check,Kado,Almost there!,ˈolmost ˈdee!,Almost there!,ˈalmost ˈdee!,Ke-muba almost,ˈkemuba ˈolmost,Mumuba! Almost!,ˈmumuba! ˈolmost!,Ba-mo almost there!,ˈbamo ˈolmost ˈdee!
kado_droid_its_alive,Kado,I got this!,ˈai ɡat dis!,Bamo mi ked-ipo!,ˈbamo mi ˈkedipo!,Ba-mo mi got it!,ˈbamo mi ɡat it!,Bamo mi! Got this!,ˈbamo mi! ɡat dis!,Bamo mi got this!,ˈbamo mi ɡat dis!
kado_remains_calm,Kado,You no worry. Kado save the day.,ˈiu no wei̯. ˈkado sei̯v da dei̯.,Nie bana-bo e. Kado ga-no moga da bed!,nie̯ ˈbanabo e. ˈkado ˈɡano ˈmoɡa da bed!,Nie miga-bo e bana. Kado save day!,nie̯ ˈmiɡabo e ˈbana. ˈkado sei̯v dei̯!,Nie miga-bo e! Kado save the day!,nie̯ ˈmiɡabo e! ˈkado sei̯v da dei̯!,Nie po-miga-va You no worry. Kado save day!,nie̯ poˈmiɡava ˈiu no wei̯. ˈkado sei̯v dei̯!
kado_tracing,Kado,Much better!,matʃ ˈbete!,Ixenudu!,iˈʃenudu!,Ixenudu better!,iˈʃenudu ˈbete!,Much ixenudu!,matʃ iˈʃenudu!,Ixenudu good job!,iˈʃenudu ɡud dʒab!
kado_fan_alert_jibu,Kado,You gonna deal with the heat anytime soon?,ˈiu ˈɡana dil wid da hit eˈnitaim sun?,Li moga e ipo muba bano?,li ˈmoɡa e ˈipo ˈmuba ˈbano?,Li moga e ipo bo heat soon?,li ˈmoɡa e ˈipo bo hit sun?,Li moga e bano? You deal heat?,li ˈmoɡa e ˈbano? ˈiu dil hit?,Li moga you gonna deal the heat soon?,li ˈmoɡa ˈiu ˈɡana dil da hit sun?
